player_name,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Christian Puggioni,70.36,71.64,21.84,19.48,20.44,32.56,16.8,20.2,17.64,20.88,29.92,25.12,47.16,41.0,53.4,63.92,46.72,39.6,71.4,42.88,63.44,19.6,40.08,22.68,19.04,28.8,36.76,19.04,20.48,23.08,72.64,68.64,59.8,69.48,74.68,GK
Christian Pulisic,59.6,80.5,48.6,47.9,39.0,60.0,47.2,68.4,59.0,58.0,56.0,67.4,79.8,77.0,75.2,50.6,70.5,53.9,71.6,63.4,33.0,44.0,31.0,30.0,46.6,52.2,42.0,28.0,25.0,27.0,8.0,12.0,13.0,16.0,14.0,MID
Christian Santos,66.73,70.64,63.0,67.91,70.73,69.0,70.36,67.0,67.0,59.0,61.0,68.0,64.82,71.18,64.73,67.36,57.0,66.0,76.18,70.55,66.0,62.73,58.0,28.18,71.27,65.0,63.64,37.0,37.0,33.0,7.0,12.36,18.0,15.64,9.91,FW
Christian Schlauri,53.0,59.2,41.6,32.6,50.6,57.6,35.6,51.6,40.6,46.6,51.0,57.6,62.8,64.8,58.8,59.6,63.6,61.6,63.8,67.0,56.8,43.6,56.6,51.6,40.0,43.6,54.6,47.6,51.6,41.6,12.0,7.0,9.0,7.0,14.0,MID
Christian Schneuwly,66.07,71.37,61.23,62.8,38.27,65.3,56.47,65.9,50.6,43.47,64.5,65.5,65.9,68.73,77.9,65.5,62.7,63.87,62.87,69.73,61.23,62.57,43.47,47.4,71.43,69.33,47.07,24.23,33.23,35.8,6.97,6.77,13.87,7.67,7.67,MID
Christian Schulz,74.33,76.33,68.33,40.83,74.67,72.67,54.92,58.75,66.29,53.17,70.5,66.83,61.42,66.08,59.08,73.42,63.17,55.67,73.04,71.75,75.62,47.42,73.75,74.79,43.92,63.33,60.33,75.21,76.75,75.54,14.42,11.29,22.25,11.5,9.33,DEF
Christian Schwegler,66.33,69.54,64.92,26.04,59.08,61.92,21.04,60.46,54.04,45.67,58.58,65.46,72.46,67.21,74.21,63.46,70.58,65.75,71.42,75.08,65.79,57.12,67.58,65.21,58.96,57.96,34.67,65.21,69.0,66.92,5.88,13.67,15.88,9.67,15.5,DEF
Christian Strohdiek,65.24,67.71,27.05,18.95,67.76,50.57,19.29,32.05,27.29,21.05,33.05,47.9,50.9,56.81,38.52,61.52,43.43,32.05,57.71,55.9,82.52,16.86,63.38,58.67,35.0,43.05,35.86,66.29,68.48,66.57,13.29,11.0,12.48,10.14,14.43,DEF
Christian Supusepa,63.4,67.2,60.1,31.0,53.2,61.1,28.0,56.8,36.0,51.0,63.6,59.1,68.1,69.0,68.3,62.0,65.8,42.0,66.7,63.3,63.0,36.0,62.8,65.6,43.8,59.0,45.0,65.9,66.3,63.3,12.0,11.0,14.0,11.0,7.0,DEF
Christian Terlizzi,69.76,70.4,42.08,42.88,73.48,57.04,43.36,50.2,30.52,46.64,59.32,59.12,43.16,42.88,52.6,64.52,50.56,62.88,64.84,60.72,81.64,30.68,70.44,71.44,39.72,40.52,57.88,71.44,70.24,66.56,7.36,10.92,17.32,15.92,14.12,DEF
Christian Tiffert,71.1,74.14,72.29,64.71,56.29,72.33,67.62,70.9,72.24,74.48,64.95,71.33,71.76,73.38,71.33,72.71,72.76,70.76,54.76,72.57,66.67,68.33,69.9,65.67,70.14,73.1,65.76,41.67,54.62,54.71,13.0,14.33,23.33,16.48,16.33,MID
Christian Timm,68.25,73.88,63.38,67.75,57.12,66.88,66.5,71.25,66.5,56.88,43.75,67.75,82.75,84.75,71.0,73.25,69.38,65.88,63.25,64.25,62.5,51.75,46.62,51.25,68.88,67.5,65.12,20.75,35.75,30.0,10.5,18.5,30.25,18.0,18.62,MID
Christian Traesch,72.77,76.88,69.88,40.54,64.15,72.35,57.54,64.15,59.12,37.96,70.58,68.58,68.88,73.46,64.23,72.58,72.15,74.38,72.04,84.77,69.96,68.31,78.08,70.54,60.96,64.96,50.12,70.65,75.12,76.19,11.88,14.35,17.88,15.88,12.81,DEF
Christian Vander,64.7,70.4,14.7,19.3,13.3,28.0,10.0,14.0,13.0,14.0,33.4,14.5,41.9,47.8,42.6,60.7,39.1,23.5,67.8,43.4,66.1,15.6,49.2,33.0,25.1,37.9,29.3,15.6,14.9,12.0,66.1,60.0,59.0,64.8,69.0,GK
Christian Weber,64.7,66.96,65.0,35.96,53.0,64.39,54.52,59.3,51.0,56.26,58.22,63.35,74.04,69.13,74.22,66.74,77.13,69.7,72.0,71.61,66.57,61.78,67.39,62.65,44.96,57.87,51.39,62.65,63.35,66.3,11.0,9.7,14.22,9.87,10.65,DEF
Christian Wetklo,70.88,72.88,17.73,19.73,18.77,31.77,15.65,18.23,15.73,17.35,39.5,31.77,43.42,42.69,41.38,73.27,48.38,38.85,61.38,45.96,77.19,18.23,57.35,30.54,22.46,26.0,35.5,17.92,18.35,15.42,73.54,66.46,63.08,68.65,75.23,GK
Christie Elliot,59.24,64.59,46.35,57.35,61.47,63.29,36.35,60.53,36.24,34.35,45.82,64.53,71.94,77.65,64.12,55.35,55.0,54.59,69.53,61.59,77.53,52.29,64.35,21.24,54.59,61.35,55.35,41.82,48.29,47.12,10.35,14.35,5.35,10.35,15.35,MID
Christoph Dabrowski,71.08,72.08,61.85,56.85,77.85,71.23,57.31,51.69,53.0,48.77,63.31,65.69,57.15,59.62,42.08,68.54,54.31,73.0,69.38,76.69,88.85,63.0,77.08,69.85,42.38,66.46,59.62,68.46,75.0,64.62,11.62,11.46,30.85,15.08,11.69,DEF
Christoph Hemlein,64.71,72.29,62.0,62.5,53.64,65.0,57.79,66.64,62.5,47.14,56.93,65.79,73.14,71.29,66.43,63.0,65.36,66.21,63.93,66.71,64.93,59.5,62.43,34.71,62.71,61.57,52.57,31.64,31.14,33.07,14.0,14.0,8.0,7.0,6.0,MID
Christoph Janker,66.83,73.11,45.67,21.17,64.56,56.5,38.17,35.83,31.17,39.17,37.11,59.78,66.56,59.44,65.33,62.56,57.67,61.17,72.56,66.83,72.83,29.17,71.56,62.28,40.83,40.33,53.17,65.94,70.06,69.17,9.5,11.5,18.17,15.5,16.83,DEF
Christoph Kramer,72.33,78.82,58.48,44.67,52.91,73.42,40.91,67.61,49.94,49.58,69.12,73.21,67.94,66.97,65.0,73.24,54.67,54.79,52.73,86.58,68.03,41.73,69.33,73.36,58.64,67.88,45.27,69.58,71.15,68.82,7.15,12.15,8.15,5.15,7.15,MID
Christoph Metzelder,78.33,82.5,54.33,27.17,83.42,73.08,24.0,44.75,38.0,37.5,67.42,69.92,55.0,55.0,50.92,76.17,65.67,50.0,65.92,65.83,82.33,24.67,70.25,82.58,53.25,65.92,68.5,80.25,80.92,74.83,9.42,14.92,32.25,13.75,11.0,DEF
Christoph Moritz,71.93,75.97,71.3,56.87,61.97,73.7,51.87,73.8,58.93,40.23,69.4,73.43,66.13,67.27,73.97,73.5,64.9,63.07,67.27,81.13,66.93,50.1,65.5,71.5,65.8,69.9,56.7,68.23,70.17,68.03,12.37,12.37,10.8,12.37,15.97,MID
Christoph Spycher,67.88,70.25,67.81,44.88,70.12,66.88,47.88,50.0,51.25,44.88,58.62,67.25,69.5,64.88,51.69,63.19,71.12,65.81,70.44,60.38,72.81,46.88,71.0,68.38,60.25,65.0,58.31,71.94,71.5,65.0,6.0,11.06,21.75,9.31,15.0,DEF
Christophe Berra,71.21,73.17,25.21,23.79,74.72,62.97,27.1,43.24,24.1,20.9,59.59,63.07,61.21,66.31,50.55,62.72,40.9,37.17,66.9,74.55,78.07,20.41,69.93,68.14,43.1,50.86,32.14,73.52,74.48,71.03,9.31,9.31,23.66,11.76,7.83,DEF
Christophe Bertjens,51.4,66.6,49.0,42.0,45.0,53.0,46.0,55.0,53.0,50.0,51.0,56.0,59.6,66.4,62.8,57.0,55.4,50.0,60.0,50.6,59.6,49.0,31.0,22.0,42.0,50.0,45.0,27.0,25.0,29.0,13.0,5.0,7.0,11.0,11.0,MID
Christophe Grondin,65.8,68.7,62.0,35.0,65.4,65.9,32.0,53.4,63.0,57.7,61.2,62.9,63.5,64.8,66.6,63.1,71.6,63.5,68.8,75.7,70.2,45.0,74.1,70.9,62.0,63.0,58.8,62.4,66.7,67.1,7.0,15.1,33.9,17.0,16.6,DEF
Christophe Jallet,74.25,76.64,74.36,49.82,66.25,75.5,64.46,63.46,72.11,65.64,71.93,72.54,72.89,73.79,75.5,72.93,71.71,71.36,71.93,76.07,69.21,61.07,75.25,71.75,67.54,70.04,67.32,75.21,75.68,76.61,7.32,10.32,19.96,8.71,12.68,DEF
Christophe Kerbrat,67.29,70.29,48.65,35.24,61.88,62.12,29.59,56.24,37.94,35.12,55.12,62.94,68.82,71.06,63.47,62.12,60.82,44.76,70.12,81.0,74.18,37.0,72.59,67.65,32.35,48.35,47.35,67.94,71.65,67.94,6.24,6.24,15.24,12.24,10.24,DEF
Christophe Landrin,72.25,75.12,76.38,63.38,59.62,76.38,71.38,70.88,63.38,68.25,63.75,73.25,73.25,74.75,72.0,77.5,58.25,69.38,60.75,79.5,68.75,54.12,64.75,66.5,64.5,74.5,64.38,43.88,43.88,59.38,8.12,15.12,40.75,16.12,16.38,MID
Christophe Lepoint,67.97,69.4,55.97,65.27,73.4,67.83,59.2,62.73,39.13,55.73,62.0,65.17,60.13,69.83,58.6,70.33,53.33,70.47,66.67,86.8,82.67,63.37,76.93,66.0,73.27,69.67,67.07,59.47,65.0,63.27,10.53,8.27,20.87,10.87,12.6,MID
Christophe Mandanne,65.92,67.96,57.38,68.29,59.08,66.88,69.71,68.62,57.0,48.17,61.08,67.54,80.58,75.67,73.12,64.75,74.42,64.33,58.67,65.58,37.75,64.42,45.21,30.83,60.0,65.88,62.96,27.25,46.29,28.67,5.42,13.21,20.71,15.71,15.54,FW
Christopher Avevor,65.46,72.0,55.92,29.92,64.54,58.67,36.21,47.67,26.21,50.46,56.79,58.0,67.33,69.83,63.25,59.92,63.38,56.12,78.38,61.83,79.17,37.25,68.83,63.46,27.04,38.29,49.88,59.58,69.5,66.54,6.21,11.21,9.21,9.21,5.21,DEF
Christopher Cadden,53.0,64.0,40.0,36.0,52.0,62.0,40.0,50.0,39.0,44.0,54.0,55.0,62.0,63.0,64.86,53.0,69.14,56.0,58.0,59.0,41.0,44.0,55.0,44.0,52.0,51.0,40.0,44.0,47.0,46.0,13.0,13.0,12.0,8.0,10.0,MID
Christopher Dilo,55.75,69.25,18.0,15.0,13.0,28.25,18.0,23.5,17.0,16.0,26.0,21.25,43.0,44.0,37.0,51.75,51.0,20.0,56.0,21.0,60.0,16.0,21.0,19.0,15.0,12.0,24.0,15.0,19.0,19.0,57.25,53.25,55.25,54.75,58.5,GK
Christopher Glombard,65.81,73.0,68.31,32.25,57.31,69.81,51.06,58.56,64.38,49.25,60.75,64.69,68.06,66.69,70.62,62.75,69.81,56.75,69.25,69.56,72.0,46.75,69.88,61.94,56.25,51.31,51.0,62.44,66.69,69.62,8.19,12.19,10.19,8.19,5.19,DEF
Christopher Heimeroth,69.05,70.81,17.48,18.52,18.86,22.71,13.9,18.43,14.86,18.29,33.0,25.05,37.24,39.33,33.29,61.67,37.57,28.9,60.76,35.29,71.24,16.95,32.62,27.24,16.81,30.33,38.1,19.95,19.48,14.38,68.05,66.76,58.62,70.48,74.14,GK
Christopher Johnston,58.4,67.9,55.05,55.15,52.15,54.05,50.15,62.1,47.15,43.15,42.95,60.75,74.35,73.4,66.2,48.6,77.25,51.15,61.0,59.8,51.95,51.7,51.15,21.15,54.45,55.6,55.15,23.15,23.65,22.15,13.15,10.15,10.15,7.15,10.15,MID
Christopher Kane,59.54,72.0,43.23,63.23,64.23,43.23,57.23,66.23,53.23,50.23,52.23,62.23,69.0,73.77,60.31,62.23,81.92,68.23,64.77,34.15,34.08,57.23,51.23,27.23,38.38,26.23,48.23,27.31,38.08,33.23,10.23,8.23,13.23,10.23,15.23,FW
Christopher Maboulou,62.0,70.81,50.25,60.5,47.81,64.62,43.5,62.0,52.12,54.38,58.0,66.38,70.56,75.56,67.62,66.19,63.25,53.38,56.25,65.88,51.88,44.25,50.88,54.38,63.44,64.62,46.5,21.12,32.12,23.88,9.12,7.12,12.12,14.12,14.12,MID
Christopher Maguire,65.41,69.18,61.57,64.86,54.73,63.91,58.45,66.52,67.18,56.89,60.27,65.14,74.68,74.34,76.05,62.68,75.07,69.5,68.98,70.18,62.34,64.41,51.34,35.39,61.34,60.75,67.55,22.84,26.77,21.55,9.84,15.66,15.84,14.8,8.48,MID
Christopher McLaughlin,50.0,70.5,36.0,31.0,46.0,27.0,30.0,53.0,33.0,30.0,30.0,30.0,65.0,59.0,51.0,54.0,68.0,24.0,62.0,56.0,55.0,28.0,46.0,51.0,40.0,35.0,38.0,48.0,59.0,57.0,5.0,14.0,7.0,12.0,11.0,DEF
Christopher Nkunku,62.0,77.0,60.0,51.0,47.0,69.0,44.0,65.0,62.0,65.0,57.0,62.0,81.0,77.0,73.0,59.0,79.0,55.0,59.0,58.0,49.0,46.0,57.0,58.0,63.0,64.0,54.0,52.0,68.0,65.0,5.0,6.0,10.0,15.0,7.0,DEF
Christopher Noethe,67.04,70.87,41.52,69.13,68.83,61.65,66.39,62.39,46.52,38.65,35.09,63.48,68.26,72.43,67.91,65.87,65.39,70.09,72.65,65.13,71.0,57.91,47.57,40.52,65.61,55.57,62.39,19.52,25.7,19.61,6.7,10.48,15.26,13.78,15.43,FW
Christopher Oualembo,61.43,63.64,65.21,20.21,48.43,57.29,46.21,55.29,56.21,26.21,49.21,57.0,77.21,75.14,74.0,55.36,69.0,43.21,78.5,76.43,72.93,24.21,70.21,56.36,60.43,44.71,27.21,58.43,64.36,62.29,11.21,5.21,15.21,14.21,14.21,DEF
Christopher Routis,56.73,67.91,54.45,40.45,59.09,63.09,30.45,54.45,42.45,51.45,50.45,60.73,52.36,63.36,53.73,58.09,49.27,64.45,62.09,54.18,80.18,37.45,58.36,55.09,51.55,32.45,56.45,53.45,51.55,42.82,15.18,6.18,15.18,7.18,14.18,MID
Christopher Samba,76.92,78.84,31.16,48.2,85.56,51.6,56.16,38.36,22.16,21.16,51.24,55.36,52.2,53.56,35.48,68.44,43.16,67.56,54.72,65.32,92.6,26.16,86.68,76.04,57.16,52.96,44.44,77.8,79.44,77.28,11.24,13.04,17.04,11.48,10.72,DEF
Christopher Schorch,66.58,74.5,58.17,21.75,73.0,61.42,31.0,58.0,33.0,23.0,52.75,63.0,66.17,62.08,55.92,62.33,63.92,49.0,66.83,67.58,78.17,30.67,61.17,58.83,42.25,52.17,41.25,65.83,70.92,68.33,5.5,9.0,16.75,10.5,11.25,DEF
Christopher Teichmann,55.33,71.0,48.0,45.0,46.0,59.0,39.0,54.0,46.0,41.0,52.0,56.67,62.0,74.0,74.0,52.0,79.0,54.0,61.0,72.0,51.0,48.0,59.0,51.0,57.0,53.0,45.0,44.0,43.0,53.0,5.0,12.0,10.0,11.0,6.0,MID
Christopher Verbist,54.0,67.33,54.11,30.33,44.33,54.0,28.56,51.56,50.56,41.56,54.78,51.89,66.67,64.11,64.56,61.33,70.89,51.56,60.33,57.22,45.56,45.78,52.0,44.67,37.22,43.22,36.78,54.89,56.22,55.0,5.0,10.0,6.0,15.0,13.0,DEF
Christos Donis,61.44,73.44,56.33,55.33,43.33,65.33,50.44,62.33,44.44,57.56,61.44,65.44,70.0,71.0,66.0,59.44,59.0,65.0,71.0,72.33,63.56,61.67,63.22,54.22,55.56,62.33,47.89,55.44,53.67,53.89,5.33,13.33,8.33,9.33,6.33,MID
Chu-Young Park,69.21,71.55,58.68,69.47,64.82,63.03,67.89,70.76,75.55,74.42,53.76,73.55,72.13,71.03,71.87,67.42,62.42,72.26,73.87,65.0,64.47,68.08,52.47,38.79,64.39,67.76,79.61,20.11,33.58,43.39,8.45,12.71,14.79,12.68,7.66,FW
Chuks Aneke,63.89,72.21,58.5,61.86,63.96,72.39,51.43,66.68,53.79,52.0,65.79,66.86,43.21,52.89,49.0,59.11,56.25,68.54,76.64,62.32,81.79,64.86,52.43,47.36,61.36,65.96,52.68,44.64,53.14,51.54,12.21,11.21,6.21,7.21,5.21,MID
Chuli,67.82,73.41,61.59,69.47,61.0,60.88,52.29,68.41,54.12,41.82,56.24,69.53,73.65,80.35,75.24,67.24,68.35,70.0,60.0,72.18,61.82,56.0,41.0,24.35,75.18,53.71,66.18,21.41,20.18,21.18,6.18,10.18,11.18,7.18,14.18,FW
Chung-Yong Lee,72.81,76.77,69.96,64.73,65.96,73.0,65.23,75.73,70.23,60.15,66.31,73.12,78.35,77.77,77.96,72.54,77.54,65.35,67.23,77.54,57.0,59.73,58.77,57.92,70.31,74.81,66.46,40.88,49.42,42.77,6.0,8.38,15.73,9.23,8.38,MID
Ciaran Clark,72.3,78.43,41.74,46.52,76.78,67.52,54.65,48.65,48.22,42.91,59.48,65.26,63.35,66.65,57.52,69.57,52.74,67.61,64.87,69.09,73.43,56.52,71.7,73.91,52.52,50.48,55.35,74.04,73.87,72.52,11.91,8.74,18.43,14.52,12.87,DEF
Cicero,75.06,77.65,64.81,71.13,81.42,80.61,65.48,71.74,66.03,71.61,72.94,76.94,71.65,67.74,72.74,74.06,66.48,76.61,82.32,83.32,69.74,75.35,66.65,56.9,75.26,73.87,70.23,47.81,54.68,49.32,13.19,8.42,19.19,9.35,12.26,MID
Cicero,68.87,70.0,50.87,70.67,74.8,60.33,62.13,65.0,49.87,51.2,48.53,65.6,60.53,64.93,64.73,65.13,64.2,71.47,64.67,71.13,83.87,62.87,68.87,24.2,71.53,60.27,73.27,37.53,32.2,38.53,15.2,11.2,9.2,14.2,13.2,FW
Cicinho,71.74,75.21,74.21,55.95,56.74,68.37,52.47,73.37,70.0,61.32,63.37,72.47,85.58,83.37,84.95,73.47,82.0,72.42,67.16,80.42,54.42,64.0,71.68,73.05,66.05,55.47,54.21,66.0,71.63,73.42,10.0,6.0,7.0,10.0,7.0,DEF
Cicinho,74.05,76.71,80.76,47.62,59.95,74.43,59.52,75.38,76.95,72.24,70.24,75.19,78.81,80.14,74.05,75.62,75.14,75.1,74.76,74.05,60.95,59.48,76.9,73.57,66.71,61.0,68.71,71.9,75.0,72.29,5.81,15.81,29.0,9.43,13.19,DEF
Cihat Celik,60.0,71.0,36.0,55.0,63.0,56.0,42.0,69.0,46.0,42.0,45.0,69.0,75.0,69.0,69.0,55.0,70.0,54.0,69.0,50.0,53.0,52.0,29.0,21.0,62.0,64.0,53.0,19.0,24.0,20.0,12.0,11.0,11.0,10.0,6.0,MID
Cillian Sheridan,63.5,72.8,42.5,66.2,70.8,54.8,58.2,59.4,42.0,39.7,39.5,59.5,70.7,70.9,62.6,63.1,61.0,69.5,42.0,60.4,70.9,61.7,58.3,23.7,62.1,54.0,63.6,15.0,18.0,14.0,7.0,11.0,17.1,9.0,5.0,FW
Ciprian Marica,72.73,76.0,56.68,73.68,70.36,70.95,72.05,71.82,72.82,45.82,45.45,74.59,81.64,79.0,72.77,70.55,65.18,68.68,72.41,65.05,68.77,68.09,52.73,37.36,72.5,65.32,64.05,26.82,21.45,20.23,10.27,15.45,15.41,9.55,7.95,FW
Ciprian Tatarusanu,72.0,74.65,23.59,23.82,23.82,37.65,19.47,23.94,19.82,19.65,37.41,24.29,47.65,48.88,51.94,67.94,38.0,23.71,64.0,44.35,67.53,19.94,37.76,25.12,22.53,25.53,23.94,23.94,24.06,24.06,71.12,70.41,71.94,73.18,73.76,GK
Ciro Capuano,66.5,67.19,67.88,41.35,60.15,65.15,54.0,60.04,70.35,56.69,65.42,64.81,68.27,74.46,66.23,65.23,60.96,70.88,68.08,68.46,66.77,70.04,68.73,66.81,50.92,52.65,51.19,65.81,67.77,69.85,11.08,11.81,18.54,9.5,11.27,DEF
Ciro Immobile,76.91,82.5,53.5,80.5,74.17,67.76,75.85,71.63,68.02,51.04,47.37,75.26,75.48,78.89,75.17,79.17,63.67,80.02,77.89,74.7,75.35,69.17,70.98,34.07,79.8,59.83,73.0,22.98,31.11,27.72,5.28,7.89,15.8,11.72,5.98,FW
Ciro Polito,66.58,67.26,19.68,21.42,25.11,35.37,21.53,19.53,21.53,21.53,36.89,29.32,51.53,41.05,53.47,57.95,41.32,42.26,66.26,45.42,64.63,19.21,41.16,26.37,16.26,30.68,38.68,23.63,28.74,29.63,66.63,64.32,59.68,68.05,70.84,GK
Civard Sprockel,66.11,68.67,38.78,28.44,64.56,52.0,28.0,44.0,33.0,31.67,50.56,60.44,60.0,68.89,50.0,63.22,65.0,50.0,67.0,60.0,74.67,31.44,62.33,60.89,51.56,44.0,54.33,66.33,67.0,62.0,8.33,17.0,34.56,17.56,16.11,DEF
Claiton Dos Santos,67.42,69.38,32.67,23.42,60.96,48.58,35.92,43.33,24.83,32.33,42.75,53.29,55.21,59.5,60.92,61.29,55.38,44.0,73.12,62.04,76.54,34.67,69.42,67.29,30.79,40.88,30.42,71.88,72.71,67.96,7.83,11.83,14.83,11.83,12.83,DEF
Clarck Nsikulu,62.14,69.0,56.5,67.36,63.93,56.57,58.07,60.14,55.0,38.21,38.36,62.43,75.93,76.5,66.14,56.36,63.29,57.71,63.0,66.57,60.71,57.21,31.21,29.21,62.79,58.07,68.0,22.21,20.21,21.71,13.21,6.21,14.21,15.21,6.21,FW
Clarence Seedorf,80.94,84.33,82.39,70.83,57.72,85.89,80.22,83.78,83.56,78.67,83.67,87.33,68.33,65.17,64.56,79.0,75.06,83.61,67.39,69.28,77.11,83.22,57.17,65.39,78.22,87.33,81.94,48.17,60.94,56.39,11.5,16.94,40.56,14.78,15.44,MID
Clark Robertson,58.58,65.67,58.25,21.25,56.58,56.58,18.5,58.42,50.92,35.25,48.75,58.0,64.0,71.33,66.42,53.08,61.67,34.25,69.08,70.67,68.0,27.25,62.25,56.25,43.58,44.92,32.25,55.5,58.33,55.17,13.25,8.25,8.25,9.25,6.25,DEF
Clarke Carlisle,67.33,69.5,29.42,33.42,73.33,49.08,26.0,48.58,29.0,33.17,45.58,55.75,63.25,65.33,51.33,66.33,68.42,30.42,77.25,70.92,74.33,38.42,69.42,61.67,54.83,48.33,52.08,68.08,66.92,66.33,10.83,14.58,29.58,12.58,10.92,DEF
Claude Dielna,62.37,69.11,61.63,32.26,55.58,59.79,32.53,35.53,56.26,56.26,56.58,57.05,70.11,67.74,54.32,62.63,57.26,64.11,56.21,73.11,76.89,58.53,71.0,56.05,32.63,32.53,51.95,59.84,63.79,61.42,9.42,10.68,13.42,14.89,11.53,DEF
Claude Gnakpa,53.0,58.33,38.83,59.0,52.67,38.0,21.0,40.67,32.0,28.5,39.17,41.67,72.83,72.83,51.0,41.33,53.0,40.5,80.83,61.0,79.0,43.0,75.5,45.33,49.33,44.83,43.67,45.0,56.67,54.0,11.0,7.0,19.17,9.0,15.0,DEF
Claude Goncalves,63.56,71.33,44.33,27.33,48.33,67.67,39.33,59.89,50.33,48.33,64.0,65.11,69.0,67.89,68.33,57.33,78.0,54.33,69.33,62.33,56.11,40.33,67.44,65.33,34.33,54.67,47.33,63.78,68.22,63.56,13.33,14.33,15.33,9.33,6.33,DEF
Claudemir,71.62,76.15,65.31,62.46,61.65,73.92,61.08,71.04,65.65,60.88,70.81,74.62,71.77,69.0,68.81,72.62,70.27,69.42,63.12,81.15,73.88,66.08,66.62,66.12,69.96,74.73,60.42,58.35,60.27,51.5,12.54,14.0,21.19,14.0,14.0,MID
Claudemir,68.13,71.0,71.8,62.4,61.33,67.87,43.0,61.0,72.0,77.33,67.33,64.67,72.67,72.33,66.73,72.73,76.8,76.0,66.6,79.8,67.47,74.53,67.87,69.27,64.6,59.67,78.47,67.67,70.33,67.73,8.0,11.0,11.0,12.0,11.0,DEF
Claudio Beauvue,71.14,74.66,66.66,70.31,72.86,68.07,71.41,68.48,54.86,58.86,55.72,69.34,85.93,85.93,84.97,68.97,78.93,68.1,82.38,69.41,56.83,60.79,52.93,35.0,67.59,69.03,65.66,38.66,44.69,20.07,15.31,14.31,9.66,14.31,12.31,FW
Claudio Bravo,77.65,79.1,17.6,16.2,19.9,29.15,18.6,18.25,31.8,35.55,42.5,24.7,56.05,53.5,62.45,72.0,62.6,34.45,80.4,54.4,68.6,18.3,39.5,29.35,23.3,31.95,34.7,16.2,17.4,17.2,80.55,72.95,82.1,74.6,81.35,GK
Claudio Cacapa,73.62,79.38,40.75,31.5,76.62,68.12,33.25,48.12,23.25,31.62,64.62,65.25,57.0,60.62,49.75,62.88,71.38,62.12,64.5,58.25,79.75,40.0,79.88,70.38,62.25,59.12,72.25,74.12,75.5,67.0,5.0,19.12,43.25,18.75,19.88,DEF
Claudio Lustenberger,61.96,65.92,61.83,39.42,63.92,62.33,45.88,63.04,45.46,50.67,54.12,59.71,72.67,70.25,66.71,55.92,62.5,60.92,69.54,76.46,71.0,41.83,67.25,57.92,58.08,53.75,55.46,57.92,60.67,58.79,7.67,16.12,14.92,11.38,13.75,DEF
Claudio Marchisio,82.57,85.7,75.79,72.23,65.89,84.51,79.49,81.21,77.85,68.75,81.53,83.62,79.32,79.3,80.87,83.17,77.26,76.55,71.19,86.13,72.96,78.57,80.98,78.85,80.26,83.87,75.17,66.04,77.23,79.98,9.17,9.06,16.55,9.62,9.32,MID
Claudio Morel,69.56,72.44,70.67,39.44,67.78,65.22,38.78,58.67,71.11,76.78,60.22,57.44,75.33,74.89,71.67,68.44,71.56,74.44,70.44,69.78,69.67,59.89,72.78,70.67,62.78,61.22,75.33,71.11,74.56,70.44,15.89,16.56,26.67,14.56,17.89,DEF
Claudio Pitbull,70.6,72.0,69.0,71.8,66.5,70.0,70.3,68.5,57.6,76.2,58.0,70.7,65.7,64.25,63.0,67.65,73.9,80.0,66.7,55.5,72.15,71.2,63.6,40.8,71.45,69.45,74.6,25.0,39.0,31.0,12.4,8.4,16.8,9.2,14.8,FW
Claudio Pizarro,79.52,80.07,60.31,83.0,82.55,72.72,80.48,77.31,74.9,71.17,55.24,80.69,61.72,58.93,74.59,81.38,65.97,80.0,73.66,60.55,78.48,76.86,69.93,39.14,82.07,75.9,78.17,20.59,27.41,23.28,7.76,8.59,16.66,11.66,14.14,FW
Claudio Ramos,64.4,70.2,10.0,14.0,21.0,14.0,22.0,15.0,15.0,13.0,12.0,20.0,30.0,35.0,27.0,61.0,65.0,19.0,51.0,41.0,79.0,17.0,24.0,17.0,10.0,29.0,13.0,23.0,17.0,13.0,67.0,64.0,64.8,63.4,67.0,GK
Claudio Terzi,68.71,70.62,47.57,36.67,63.0,53.05,45.62,43.1,42.48,32.33,49.67,54.43,54.9,67.05,48.43,63.52,71.48,58.81,73.05,68.1,69.48,47.1,72.33,67.71,34.76,51.67,63.1,73.9,73.33,74.67,13.19,12.1,15.71,12.95,9.67,DEF
Claudio Yacob,77.68,79.42,33.16,57.16,77.16,80.79,22.16,65.16,51.16,54.16,75.68,76.79,65.11,60.95,59.0,76.68,66.53,64.26,76.0,83.0,73.53,67.21,73.16,83.0,41.16,71.95,65.16,74.63,78.63,71.16,5.16,5.16,11.16,8.16,7.16,MID
Claudio,68.29,68.29,31.0,26.71,66.71,55.57,35.14,39.0,40.29,34.0,50.86,50.57,36.29,34.0,43.43,62.0,67.0,53.29,87.57,58.43,74.14,35.43,71.86,71.57,22.0,55.0,75.0,65.86,70.14,69.43,6.0,13.0,8.0,10.0,9.0,DEF
